1977,32,20,PENNY MCLEAN,"DANCE BUNNY HONEY, DANCE",https://music.youtube.com/search?q=PENNY+MCLEAN+DANCE+BUNNY+HONEY%2C+DANCE
1977,34,14,CUMULUS,HÖSTVISA,https://music.youtube.com/search?q=CUMULUS+H%C3%96STVISA
1977,34,19,C.J. & CO.,DEVIL'S GUN,https://music.youtube.com/search?q=C.J.+%26+CO.+DEVIL%27S+GUN
1977,36,11,LAURENT VOULZY,ROCKOLLECTION,https://music.youtube.com/search?q=LAURENT+VOULZY+ROCKOLLECTION
1977,36,14,ELVIS PRESLEY,WAY DOWN,https://music.youtube.com/search?q=ELVIS+PRESLEY+WAY+DOWN
1977,36,15,SMOKIE,IT'S YOUR LIFE,https://music.youtube.com/search?q=SMOKIE+IT%27S+YOUR+LIFE
1977,36,18,SPACE,MAGIC FLY,https://music.youtube.com/search?q=SPACE+MAGIC+FLY
1977,38,13,HOT CHOCOLATE,SO YOU WIN AGAIN,https://music.youtube.com/search?q=HOT+CHOCOLATE+SO+YOU+WIN+AGAIN
1977,38,15,KJELL HANSSON,ROSLAGENS VIND,https://music.youtube.com/search?q=KJELL+HANSSON+ROSLAGENS+VIND
1977,38,16,CHICAGO,"BABY, WHAT A BIG SURPRISE",https://music.youtube.com/search?q=CHICAGO+BABY%2C+WHAT+A+BIG+SURPRISE
1977,38,18,HEART,BARRACUDA,https://music.youtube.com/search?q=HEART+BARRACUDA
1977,40,10,DANNY MIRROR,I REMEMBER ELVIS PRESLEY,https://music.youtube.com/search?q=DANNY+MIRROR+I+REMEMBER+ELVIS+PRESLEY
1977,40,13,JEAN MICHEL JARRE,OXYGENE IV,https://music.youtube.com/search?q=JEAN+MICHEL+JARRE+OXYGENE+IV
1977,42,7,BACCARA,"SORRY, I'M A LADY",https://music.youtube.com/search?q=BACCARA+SORRY%2C+I%27M+A+LADY
1977,42,17,BILLY HOWARD,KING OF THE COPS,https://music.youtube.com/search?q=BILLY+HOWARD+KING+OF+THE+COPS
1977,42,20,RAM JAM,BLACK BETTY,https://music.youtube.com/search?q=RAM+JAM+BLACK+BETTY
1977,44,2,ABBA,THE NAME OF THE GAME,https://music.youtube.com/search?q=ABBA+THE+NAME+OF+THE+GAME
1977,44,13,SEX PISTOLS,HOLIDAYS IN THE SUN,https://music.youtube.com/search?q=SEX+PISTOLS+HOLIDAYS+IN+THE+SUN
1977,46,11,ELECTRIC LIGHT ORCHESTRA,TURN TO STONE,https://music.youtube.com/search?q=ELECTRIC+LIGHT+ORCHESTRA+TURN+TO+STONE
1977,46,14,QUEEN,WE ARE THE CHAMPIONS,https://music.youtube.com/search?q=QUEEN+WE+ARE+THE+CHAMPIONS
1977,46,16,VILLAGE PEOPLE,SAN FRANSISCO,https://music.youtube.com/search?q=VILLAGE+PEOPLE+SAN+FRANSISCO
1977,46,17,PATSY GALLANT,FROM NEW YORK TO L.A.,https://music.youtube.com/search?q=PATSY+GALLANT+FROM+NEW+YORK+TO+L.A.
1977,46,19,MECO,STARS WARS TITLE THEME,https://music.youtube.com/search?q=MECO+STARS+WARS+TITLE+THEME
